artist_mbid,country_code
8bfac288-ccc5-448d-9573-c33ea2aa5c30,US
bf0caafc-2b20-4e07-ab85-87e14ff430ce,GB
8799413d-7df8-4eb9-8542-af8cea6b0feb,US
0a92c550-20c7-43bc-98ed-777e13c54dff,US
0550993e-ddec-468e-b05f-da81bf6f7694,JP
138fe36a-0888-40d2-9390-3d9be0d74f07,ES
0c361ea5-98c6-4947-900b-201833f2dd84,US
5dcdb5eb-cb72-4e6e-9e63-b7bace604965,US
fbe054ec-a143-4101-9e9e-64abc5ff5ac9,US
e86492c1-0376-4df0-8042-8ba058c83960,US
91bcf2c8-b847-4620-85a2-83108de217b0,US
985c709c-7771-4de3-9024-7bda29ebe3f9,US
01cfc4db-3407-476c-bfe2-757228bac8ba,FR
69f95e5c-4b34-4c8b-b8fe-c59f9296195a,US
a94a7155-c79d-4409-9fcf-220cb0e4dc3a,US
47c8f88b-987a-4b64-9175-2b1b57809727,GB
69ee3720-a7cb-4402-b48d-a02c366f2bcf,GB
7746d775-9550-4360-b8d5-c37bd448ce01,US
5e6c760b-42e0-4df4-a221-0269355da00a,US
75167b8b-44e4-407b-9d35-effe87b223cf,CA
b15ebd71-a252-417d-9e1c-3e6863da68f8,US
6508cf1d-4da2-4d71-81ec-0e072338991f,DE
5441c29d-3602-4898-b1a1-b77fa23b8e50,
bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,GB
f4857fb9-e255-4dc6-bd01-e4ca7cc68544,GB
d3118da8-ff3f-4396-9ddd-06168c875d56,US
b95ce3ff-3d05-4e87-9e01-c97b66af13d4,US
0307edfc-437c-4b48-8700-80680e66a228,US
a41ac10f-0a56-4672-9161-b83f9b223559,
4f29ecd7-21a5-4c03-b9ba-d0cfe9488f8c,
b2c2d4fe-8c1e-44ec-8be6-ff500e105a90,US
afdb7919-059d-43c1-b668-ba1d265e7e42,US
2fddb92d-24b2-46a5-bf28-3aed46f4684c,AU
2d1c2062-9cbb-4082-a469-828754a743a4,PH
3bcff06f-675a-451f-9075-99e8657047e8,GB
b345af35-205e-4eca-8006-029e5c20127e,CA
502b3244-0f7d-470c-99e9-b17fe6bcaabf,US
7ad4ef1c-4f82-4755-a74b-94cd3096d221,US
3e7ef7ed-18c1-436d-b946-7e7e63ace408,US
293029f7-ac9e-4a8b-bb50-67935b373c47,US
56cd15a1-0d74-438b-8244-c96ffe1cae03,US
e01c3376-15fa-40d7-b747-5f219bdefdd7,
1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,GB
40f5d9e4-2de7-4f2d-ad41-e31a9a9fea27,GB
ebfc1398-8d96-47e3-82c3-f782abcdb13d,US
76b2e842-5e85-4c97-ab62-d5bc315595b5,GB
92bb085a-2924-4479-b627-181a1835d2f5,JP
9e53f84d-ef44-4c16-9677-5fd4d78cbd7d,US
dcd95aa4-f3ff-492d-a621-8518ada0f58b,AT
c48d4327-8122-4286-af66-05e1ee6ac4d8,US
d2db1078-c170-4e22-b261-14f3ad60a690,US
34e10b51-b5c6-4bc1-b70e-f05f141eda1e,US
79feb79b-8f0d-4306-b30a-e28bd88c9323,GB
0f82d6b5-12fb-4569-b047-a00194f572a7,US
a4eba7b5-aceb-4acf-b297-3c0a3cd42757,RU
2d5583be-aafd-41ec-addd-df85913855ef,US
7adaabfb-acfb-47bc-8c7c-59471c2f0db8,GB
b8549efe-f4fd-4dc0-8ef1-226e9c400233,US
5c864a6f-146e-4225-986d-3295ce90f784,US
bf6c29f5-b69f-4842-9031-37f9645d365d,US
487bfd74-71bf-46dd-b89c-80b7a0f06f2f,SE
d3f9352c-18e2-47a0-802c-13d821490e42,US
d31e78a3-4fd8-4b10-9c49-0ee8d4dfd61e,FR
c1a61bb0-e4fe-4064-bc8d-954a2dafda79,US
3db5dfb1-1b91-4038-8268-ae04d15b6a3e,US
d385947d-c00d-4311-9cf1-a032a1d4040b,US
8be0594f-8c13-46bb-ab06-f93ffba5c776,US
d51a9033-a21a-4975-90a2-86078287cd4b,US
93017ab5-1525-4da2-98e4-965d83725118,PH
c09c8263-40ef-4352-8031-e438b1ce68fc,GB
f1df0431-9250-4ec8-95d8-f19ce7cf7fb6,GB
4d8afa16-4018-4ca8-8b5e-ede8f9314562,GB
8a338e06-d182-46f2-bd16-30a09bc840ba,GB
ae4e3542-7838-4a6f-b753-08216be5a6bb,US
eeb1195b-f213-4ce1-b28c-8565211f8e43,US
6c8fd0be-d961-454c-aee0-4366a6dbc993,US
6faa7ca7-0d99-4a5e-bfa6-1fd5037520c6,US
bf24ca37-25f4-4e34-9aec-460b94364cfc,CO
66c662b6-6e2f-4930-8610-912e24c63ed1,AU
160629ab-ec18-4931-8c95-02cb92d06186,US
0e990816-cb3e-4930-a2eb-77909e42cd66,US
2f9ecbed-27be-40e6-abca-6de49d50299e,US
01809552-4f87-45b0-afff-2c6f0730a3be,US
bc6be178-3933-44ad-88a7-fde1a160bc29,DE
7fb50287-029d-47cc-825a-235ca28024b2,GB
5182c1d9-c7d2-4dad-afa0-ccfeada921a8,GB
dcf54a6c-e09c-4980-be77-41401898fb7b,GB
c4c8a72e-a518-48ba-bd59-c27ea6f8d932,US
e0195400-ad63-4a21-8d56-9a96647cb24e,GB
73faa89a-ee00-4e40-b68e-80e4891dbc45,GB
2869c510-2679-4a3f-bf15-e5e8b49f2f28,US
79d1099d-8cb1-41a7-8661-185ef6b1c3e2,US
4854429b-66f7-41c0-a89c-030bb7ccf958,US
95c7a1d1-5cfd-41d5-99f9-0611262de8e1,IT
cf3ea6e9-c856-4737-a988-6b64cc9f2bf2,US
ccd4879c-5e88-4385-b131-bf65296bf245,GB
08b2c88f-6c13-419b-a4f5-182cc3738e49,US
fc6214b3-6d82-4803-be74-01ece1723e42,US
6784ee31-6d79-4a37-9e1f-01d6ef31940e,US
17995d1c-5b3c-4ee9-98f5-105ee3b4ada1,US
3f6ae36d-ffdb-40cf-98e6-8023cb1c41c9,US
592a3b6d-c42b-4567-99c9-ecf63bd66499,US
00f82af1-6537-4d4b-9e03-103fffe19999,BS
0f0da09c-3940-4cb5-879f-4cea28907810,US
79491354-3d83-40e3-9d8e-7592d58d790a,GB
1239d1bc-cc09-43e0-bcd0-374f60346138,US
1d543e07-d0d2-4834-a8db-d65c50c2a856,US
27613b78-1b9d-4ec3-9db5-fa0743465fdd,US
23b2cc78-7595-4630-bebb-a349a4f25262,GB
75f47650-8a52-494a-8334-c5279bc6db09,US
c7423e0c-ab3e-4ab4-be10-cdff5a9d3062,US
abc08d4f-4e3c-4b5a-b1e8-d324cd6a2f92,US
b2dbfc09-b332-408b-a235-1850e41971c5,US
6b335658-22c8-485d-93de-0bc29a1d0349,GB
9072df14-b61e-42e2-b4f4-6bbb7fdb5586,CH
6830e150-6233-4255-ab97-6e2e38759637,US
bf75ef89-7b4c-4771-ac43-4d5c10617190,US
af953ba2-283b-41ef-93bc-b4cfc5feeebc,US
72ef0483-e94b-4da1-aee6-cd39586bb4cf,JP
139a00a8-6b21-47c3-9315-60ac5ab2c715,US
0eb58fc2-a70b-4e02-a503-115e42da9b4e,
8a07d810-3d55-4426-a1f6-55f0a68f1dc6,US
9bf82496-9d7b-43ac-b3ee-076c90ada9d7,GB
a8fee308-c305-4ca1-8d30-28d150a8d5f7,DK
22790383-30ea-4dcc-a8d6-882fb1eb4669,DE
3fb55c03-3ad9-4341-8d0b-7c4c49aefca0,US
eea8a864-fcda-4602-9569-38ab446decd6,US
c707b37e-cb5c-4694-be4d-46beefcb2475,GB
7e786a4c-c743-4713-9340-a6f12d8515d4,GB
022589ac-7177-460d-a178-9976cf70e29f,GB
54799c0e-eb45-4eea-996d-c4d71a63c499,US
a4ed036b-5f18-439c-b1e1-96d205bab255,US
0e763b87-f3cd-4a63-986f-bebc4189f1f0,US
57c6f649-6cde-48a7-8114-2a200247601a,
8d08cabf-03a3-4f38-a815-8197a0984f19,BR
9f930ddf-be2f-4de5-a39f-7ae47305752e,GB
410e7fd3-b865-4fa0-bb18-1b7fd53382ca,US
5193ce6b-a315-4c50-ae49-54e69ffbc988,GB
d13f0f47-36f9-4661-87fe-2de56f45c649,CA
6d3f44c3-132d-42a6-a45b-16560b30a1fc,JP
6cf4f18c-2455-47ed-9f6c-953e2f107406,US
debabff3-2559-46e5-862d-ef2a906d7010,US
b3edafa8-0a78-40b9-9404-c6fc1920d2be,US
fa5c2968-f17c-4843-b1e4-da10439c9c00,GB
561d854a-6a28-4aa7-8c99-323e6ce46c2a,US
04bac789-bf59-4383-8ad7-799d20d969f7,FR
84d06499-0643-46b8-9e1f-45f743a53f5e,GB
1fd87f72-5fbf-4cad-bd9d-f2fec1359cfc,GB
f41490ce-fe39-435d-86c0-ab5ce098b423,GB
109958eb-a335-4c5e-907e-597ff4c6af46,US
802d37d5-0aaa-492e-b366-99f75e5a196f,US
6bc658ea-005f-486b-8f94-33a2e40f7a72,US
a74f43e4-50c4-4b19-a2ce-c05ce9bccb03,GB
b0633a9d-b576-4d7c-bb26-e4c6ed2728a9,US
138aaf2c-77b6-451e-ade2-ce18894eeaa7,US
a2eb319d-a45e-43c3-bb14-d0ffb577222c,US
995ffe63-eb14-484b-8c2c-4b20ccee4c1d,US
8cf8869d-e066-4c94-b734-fe05749badf0,US
83e6536f-8d46-4269-a9a9-1c6c86f45d68,US
43a5364c-7096-4f9b-ab63-b71d62af52bd,US
298909e4-ebcb-47b8-95e9-cc53b087fc65,US
3b81f816-bdcb-42d0-a0dd-1aa4fc4e19ec,AU
c3cf7f15-4a5e-4e9e-bce7-5e5b101fa29c,GB
6409a09d-826f-43a7-90dc-9650a848742c,NO
d8354b38-e942-4c89-ba93-29323432abc3,US
9f4551c6-1324-4ac5-b3fe-a5c5cfacd54d,US
0c2d1de8-fc3a-4ca9-a90b-eea69a5968a5,GB
7c7f9c94-dee8-4903-892b-6cf44652e2de,GB
000fc734-b7e1-4a01-92d1-f544261b43f5,GB
f37b3f31-b1f8-4b88-8cb5-b34f709b17d7,US
cc197bad-dc9c-440d-a5b5-d52ba2e14234,GB
774666d2-2064-4d6c-856c-f8cda0aaf9f0,GB
0c502791-4ee9-4c5f-9696-0602b721ff3b,GB
78ea5ea1-3c4d-4b7e-ac5d-68900319ebe2,GB
ba550d0e-adac-4864-b88b-407cab5e76af,GB
321531fc-db73-4ffa-a959-61a61a2908c1,US
603ba565-3967-4be1-931e-9cb945394e86,US
d2ff6b6b-fc30-48dc-8952-06f9d8fc64f8,GB
e7ee5f13-baf5-4a87-b58b-f871c137d4f5,US
2cd475bb-1abd-40c4-9904-6d4b691c752c,HU
38dd6337-19ae-4793-ab4b-313eff523457,IT
29b550f2-04a3-4733-b6f5-4e347fac7e11,BR
437419ca-137a-4a29-a4a7-179449c12e9b,US
b93697af-a318-417a-b16e-a9eb47fbe2f8,US
ce49b1f2-a903-46fc-8b84-b5699f019a06,US
1c70a3fc-fa3c-4be1-8b55-c3192db8a884,NO
2e80ba15-ec0f-4bd4-b263-7e0671f38255,US
2cf18512-c129-482b-aff1-7430a1a7850b,PR
6ca4886a-8f77-4133-b404-46fb3908e24a,
e188a520-9cb7-4f73-a3d7-2f70c6538e92,GB
77049387-0580-4a3a-a05f-d12b5d6b5042,GB
8cdf780e-b909-4d25-9060-e552e95b3414,US
efef848b-63e4-4323-8ef7-69a48fbdd51d,US
2944824d-4c26-476f-a981-be849081942f,US
4d86ad4e-28d8-4e9f-8cf4-735c57060fdc,
8f92558c-2baa-4758-8c38-615519e9deda,GB
cfbc0924-0035-4d6c-8197-f024653af823,US
5a8e07d5-d932-4484-a7f7-e700793a9c94,SE
24f1766e-9635-4d58-a4d4-9413f9f98a4c,DE
aab5c954-cabe-432e-899e-1c4f99757327,US
3af06bc4-68ad-4cae-bb7a-7eeeb45e411f,US
e938a15c-b17e-4e7a-9f68-ff0d536cab44,GB
638206ee-0e3d-47cf-9769-d73330b15a87,GB
47347cb8-ac34-4916-84b6-d85d4e5e5384,NL
b8170690-3a95-42e4-adef-afc9576ed90c,US
446ac261-09ae-43f4-a7e1-2c753c0813ce,BR
0b0c25f4-f31c-46a5-a4fb-ccbf53d663bd,GB
70365513-39d7-47e3-b898-1f70f607b1fe,CU
fa26d7ee-839f-4e9d-9485-8b812669dde9,FR
44f42386-a733-4b51-8298-fe5c807d03aa,US
a247b1b8-8f47-4568-9a89-fa16b4a2b77f,US
0103c1cc-4a09-4a5d-a344-56ad99a77193,CA
f76167bb-c117-4022-8b6b-54c796edf5c9,US
bfef61c6-53c0-4a12-9a42-1411111e7402,PL
34cf95c7-4be9-4efd-a48a-c2ea4a0bb114,US
d570bb31-b9ca-45a4-a2d9-11b186d9c159,GB
4b462375-c508-432a-8c88-ceeec38b16ae,GB
22dc19af-d085-4c9b-adfb-22ec256251f1,US
bdc70372-7e8a-4cb9-8d33-f036b3b7cdc1,US
81bac815-97c5-4723-8f0b-4d8edfad1010,US
34de4678-044a-486a-a741-4c740025374a,US
0d32d0c9-69aa-407c-93e3-92b72e471d37,GB
9f870653-72b0-4c6d-8c59-439a95963e09,US
1a9a8ca0-ea8e-4e9e-96aa-288155bb2c5d,US
7b004920-b04e-4ff2-b2e5-55d8f1cc0522,GB
395cc503-63b5-4a0b-a20a-604e3fcacea2,AU
fbf445c0-11ae-4d3e-af1a-c6e2783e447c,US
275d1fca-22e8-46b9-85e6-c3523098a599,US
9c9f1380-2516-4fc9-a3e6-f9f61941d090,GB
d68fda90-ab8d-4799-be56-317ba4ae700f,PR
b2853652-db74-44b7-b4b3-ffb72af6b910,JP
72eafbba-ff08-4257-9594-267d4a6fcdca,US
5c6f6348-15b5-4eb5-a8ae-d8a3ee3354a1,ES
7ea8a523-b33d-4944-ad31-fad25a81d603,JP
eaf6a7ca-105d-4a94-ba02-8c3e4040319a,US
2aa79fa9-7ac0-443b-b250-18d67227a1cb,GB
5d400869-0471-42ee-afda-3addd73d0418,GB
1ed00158-c6a3-45cd-819c-2f91997fc480,US
5c6acb91-4b9b-4245-b92f-e817295c4ed0,US
ffdb2b8f-ecbf-427a-abc7-c47f4ebc8ae3,GB
aaa436da-b331-4e58-a0fd-3d64d090c120,GB
99790314-885a-4975-8614-9c5bc890364d,US
c11ba128-03b1-404d-ae88-452524b7ecc3,CA
a16e47f5-aa54-47fe-87e4-bb8af91a9fdd,IT
747e5054-f50b-498c-bff3-85f7313aeb80,CA
200a07b4-0e6f-47b8-851f-784281e1de07,NO
b7f2cca2-72c6-41fb-ae33-53370fc62fe7,US
1c9d555e-d20a-46d9-93a3-bf7e0d263ece,US
c0cd3de7-4654-482b-913b-6fd7dc4ce9a4,US
c6122fee-089f-41c4-a34f-e5f7e5607b05,US
6bf591c4-b050-478e-9d9f-167394d66c90,BR
a42d3fd5-55de-4206-86c3-4fbb5404018f,US
5049ad6c-5ca0-46cb-9416-4567597be83f,US
3c004c98-aab6-4b63-a2df-e07c98e73b0a,US
29ed4a49-fb99-4a5c-8713-609cabe6f34a,US
